area,ticket_date,waste_type,net_weight_kg,temperature (C),humidity (%),Holiday,,
Boralesgamuwa UC,01/02/2014,MSW,28150,24.15,93.04,0,,
Boralesgamuwa UC,02/02/2014,MSW,9660,31.54,82.65,0,,
Boralesgamuwa UC,03/02/2014,MSW,20560,25.57,94.24,0,,
Boralesgamuwa UC,04/02/2014,MSW,32220,24.18,63.94,1,,
Boralesgamuwa UC,05/02/2014,MSW,25930,25.97,62.29,0,,
Boralesgamuwa UC,06/02/2014,MSW,25770,30.13,66.68,0,,
Boralesgamuwa UC,07/02/2014,MSW,28010,23.48,72.39,0,,
Boralesgamuwa UC,08/02/2014,MSW,30240,23.63,70.49,0,,
Boralesgamuwa UC,09/02/2014,MSW,40910,29.31,85.8,0,,
Boralesgamuwa UC,10/02/2014,MSW,40270,32.07,71.51,0,,
Boralesgamuwa UC,11/02/2014,MSW,11970,23.66,88.49,0,,
Boralesgamuwa UC,12/02/2014,MSW,39170,24.58,69.4,0,,
Boralesgamuwa UC,13/02/2014,MSW,27880,29.97,72.81,0,,
Boralesgamuwa UC,14/02/2014,MSW,18560,23.17,80.34,1,,
Boralesgamuwa UC,15/02/2014,MSW,29400,29.75,89.67,0,,
Boralesgamuwa UC,16/02/2014,MSW,14690,23.06,60.4,0,,
Boralesgamuwa UC,17/02/2014,MSW,27120,27.25,80.01,0,,
Boralesgamuwa UC,18/02/2014,MSW,25970,23.48,90.71,0,,
Boralesgamuwa UC,19/02/2014,MSW,28050,23.8,71.23,0,,
Boralesgamuwa UC,20/02/2014,MSW,28550,24.01,67.18,0,,
Boralesgamuwa UC,21/02/2014,MSW,24650,31.86,75.85,0,,
Boralesgamuwa UC,22/02/2014,MSW,18240,32.23,77.74,0,,
Boralesgamuwa UC,23/02/2014,MSW,15850,31.22,64.03,0,,
Boralesgamuwa UC,24/02/2014,MSW,21660,23.16,64.19,0,,
Boralesgamuwa UC,25/02/2014,MSW,30600,24.9,80.15,0,,
Boralesgamuwa UC,26/02/2014,MSW,29330,25.23,75.34,0,,
Boralesgamuwa UC,27/02/2014,MSW,20320,31.88,66.87,1,,
Boralesgamuwa UC,28/02/2014,MSW,23400,23.9,71.77,0,,
Boralesgamuwa UC,01/03/2014,MSW,27470,27.82,78.37,0,,
Boralesgamuwa UC,02/03/2014,MSW,25600,27.64,77.27,0,,
Boralesgamuwa UC,03/03/2014,MSW,27590,25.05,73.54,0,,
Boralesgamuwa UC,04/03/2014,MSW,31330,25.31,75.71,0,,
Boralesgamuwa UC,05/03/2014,MSW,28370,23.27,62.95,0,,
Boralesgamuwa UC,06/03/2014,MSW,39550,31.67,83.69,0,,
Boralesgamuwa UC,07/03/2014,MSW,28150,32.57,94.28,0,,
Boralesgamuwa UC,08/03/2014,MSW,15570,32.35,92.13,0,,
Boralesgamuwa UC,09/03/2014,MSW,41150,27.69,90.45,0,,
Boralesgamuwa UC,10/03/2014,MSW,33900,30.15,62.81,0,,
Boralesgamuwa UC,11/03/2014,MSW,25890,29.3,73.33,0,,
Boralesgamuwa UC,12/03/2014,MSW,44010,32.32,66.21,0,,
Boralesgamuwa UC,13/03/2014,MSW,31870,27.51,77.31,0,,
Boralesgamuwa UC,14/03/2014,MSW,32670,28.17,66.36,0,,
Boralesgamuwa UC,15/03/2014,MSW,22870,23.73,76.07,0,,
Boralesgamuwa UC,16/03/2014,MSW,25330,26.12,81.44,1,,
Boralesgamuwa UC,17/03/2014,MSW,23720,27.48,71.6,0,,
Boralesgamuwa UC,18/03/2014,MSW,25330,23.74,90.65,0,,
Boralesgamuwa UC,19/03/2014,MSW,28010,24.56,71.63,0,,
Boralesgamuwa UC,20/03/2014,MSW,35840,24.16,62.66,0,,
Boralesgamuwa UC,21/03/2014,MSW,34540,29.8,85.51,0,,
Boralesgamuwa UC,22/03/2014,MSW,28660,25.56,64.5,0,,
Boralesgamuwa UC,23/03/2014,MSW,27700,31.51,83.93,0,,
Boralesgamuwa UC,24/03/2014,MSW,33420,32.02,65.73,0,,
Boralesgamuwa UC,25/03/2014,MSW,12300,31.63,86.45,0,,
Boralesgamuwa UC,26/03/2014,MSW,28820,32.69,77.05,0,,
Boralesgamuwa UC,27/03/2014,MSW,32920,28.52,75.94,0,,
Boralesgamuwa UC,28/03/2014,MSW,14800,24.57,70.27,0,,
Boralesgamuwa UC,29/03/2014,MSW,25210,26.75,65,0,,
Boralesgamuwa UC,30/03/2014,MSW,32740,31.77,76.79,0,,
Boralesgamuwa UC,31/03/2014,MSW,28220,23.19,89.38,0,,
Boralesgamuwa UC,01/04/2014,MSW,34190,31.07,86.9,0,,
Boralesgamuwa UC,02/04/2014,MSW,17990,23.99,94.45,0,,
Boralesgamuwa UC,03/04/2014,MSW,26110,27.27,88.94,0,,
Boralesgamuwa UC,04/04/2014,MSW,22860,24.75,64.67,0,,
Boralesgamuwa UC,05/04/2014,MSW,16160,29.46,93.22,0,,
Boralesgamuwa UC,06/04/2014,MSW,44020,31.54,64.24,0,,
Boralesgamuwa UC,07/04/2014,MSW,23970,30.38,70.48,0,,
Boralesgamuwa UC,08/04/2014,MSW,29130,26.29,67.97,0,,
Boralesgamuwa UC,09/04/2014,MSW,33860,32.03,75.39,0,,
Boralesgamuwa UC,10/04/2014,MSW,29840,27.8,69.42,0,,
Boralesgamuwa UC,11/04/2014,MSW,37310,30.55,89.63,0,,
Boralesgamuwa UC,12/04/2014,MSW,30340,27.98,83.32,0,,
Boralesgamuwa UC,13/04/2014,MSW,20030,28.59,65.83,1,,
Boralesgamuwa UC,14/04/2014,MSW,4170,26.14,90.47,1,,
Boralesgamuwa UC,15/04/2014,MSW,9240,23.91,90.32,0,,
Boralesgamuwa UC,16/04/2014,MSW,33290,32.65,84.14,0,,
Boralesgamuwa UC,17/04/2014,MSW,23040,30.25,76.62,0,,
Boralesgamuwa UC,18/04/2014,MSW,22040,29.67,80.08,1,,
Boralesgamuwa UC,19/04/2014,MSW,21660,32.66,70.96,0,,
Boralesgamuwa UC,20/04/2014,MSW,6850,29.06,65.28,0,,
Boralesgamuwa UC,21/04/2014,MSW,28030,23.67,74.25,0,,
Boralesgamuwa UC,22/04/2014,MSW,25870,32.6,81.02,0,,
Boralesgamuwa UC,23/04/2014,MSW,41160,25.07,94.5,0,,
Boralesgamuwa UC,24/04/2014,MSW,35850,29.69,67.16,0,,
Boralesgamuwa UC,25/04/2014,MSW,36230,32.89,75.38,0,,
Boralesgamuwa UC,26/04/2014,MSW,21270,31.57,90.32,0,,
Boralesgamuwa UC,27/04/2014,MSW,8920,29.16,69.25,0,,
Boralesgamuwa UC,28/04/2014,MSW,32510,28.43,87.1,0,,
Boralesgamuwa UC,29/04/2014,MSW,24850,24.83,80.45,0,,
Boralesgamuwa UC,30/04/2014,MSW,44980,25.16,84.08,0,,
Boralesgamuwa UC,01/05/2014,MSW,13550,29.73,69.7,1,,
Boralesgamuwa UC,02/05/2014,MSW,30060,32.48,83.99,0,,
Boralesgamuwa UC,03/05/2014,MSW,28480,32.9,76.97,0,,
Boralesgamuwa UC,04/05/2014,MSW,24440,28.34,93.04,0,,
Boralesgamuwa UC,05/05/2014,MSW,28630,26.55,70.07,0,,
Boralesgamuwa UC,06/05/2014,MSW,34230,23.91,80.14,0,,
Boralesgamuwa UC,07/05/2014,MSW,28830,28.99,82.2,0,,
Boralesgamuwa UC,08/05/2014,MSW,34440,31.99,60.35,0,,
Boralesgamuwa UC,09/05/2014,MSW,32880,28.77,84.03,0,,
Boralesgamuwa UC,10/05/2014,MSW,7060,26.35,68.19,0,,
Boralesgamuwa UC,11/05/2014,MSW,41010,28.32,67.4,0,,
Boralesgamuwa UC,12/05/2014,MSW,28080,26.28,67.36,0,,
Boralesgamuwa UC,13/05/2014,MSW,21260,31.25,77.4,0,,
Boralesgamuwa UC,14/05/2014,MSW,18290,28.24,63.24,1,,
Boralesgamuwa UC,15/05/2014,MSW,13650,32.15,94.88,1,,
Boralesgamuwa UC,16/05/2014,MSW,25330,27.96,78.22,0,,
Boralesgamuwa UC,17/05/2014,MSW,23720,26.78,83.56,0,,
Boralesgamuwa UC,18/05/2014,MSW,25330,29.24,88.04,0,,
Boralesgamuwa UC,19/05/2014,MSW,28010,28.6,69.94,0,,
Boralesgamuwa UC,20/05/2014,MSW,35840,28.29,69.96,0,,
Boralesgamuwa UC,21/05/2014,MSW,34540,29.57,60.87,0,,
Boralesgamuwa UC,22/05/2014,MSW,28660,31.14,68.65,0,,
Boralesgamuwa UC,23/05/2014,MSW,27700,27.83,77,0,,
Boralesgamuwa UC,24/05/2014,MSW,33420,27.24,81.04,0,,
Boralesgamuwa UC,25/05/2014,MSW,12300,23.87,76.9,0,,
Boralesgamuwa UC,26/05/2014,MSW,28820,31.43,91.58,0,,
Boralesgamuwa UC,27/05/2014,MSW,32920,24.83,67.53,0,,
Boralesgamuwa UC,28/05/2014,MSW,14800,23.93,60.25,0,,
Boralesgamuwa UC,29/05/2014,MSW,25210,23.59,84.66,0,,
Boralesgamuwa UC,30/05/2014,MSW,32740,28.62,66.61,0,,
Boralesgamuwa UC,31/05/2014,MSW,28220,30.9,81.03,0,,
Boralesgamuwa UC,01/06/2014,MSW,28910,28.65,91.8,0,,
Boralesgamuwa UC,02/06/2014,MSW,30590,32.31,74.47,0,,
Boralesgamuwa UC,03/06/2014,MSW,34010,32.08,72.82,0,,
Boralesgamuwa UC,04/06/2014,MSW,7560,27.33,93.23,0,,
Boralesgamuwa UC,05/06/2014,MSW,22330,32.36,80.83,0,,
Boralesgamuwa UC,06/06/2014,MSW,32680,32.27,78.9,0,,
Boralesgamuwa UC,07/06/2014,MSW,18980,26.8,65.19,0,,
Boralesgamuwa UC,08/06/2014,MSW,39050,31.26,76.88,0,,
Boralesgamuwa UC,09/06/2014,MSW,21810,29.9,74.54,0,,
Boralesgamuwa UC,10/06/2014,MSW,30040,23.11,66.88,0,,
Boralesgamuwa UC,11/06/2014,MSW,25750,25.49,92.67,0,,
Boralesgamuwa UC,12/06/2014,MSW,23570,30.79,71.13,1,,
Boralesgamuwa UC,13/06/2014,MSW,30620,23.97,69.24,0,,
Boralesgamuwa UC,14/06/2014,MSW,34000,32.03,94.23,0,,
Boralesgamuwa UC,15/06/2014,MSW,17290,29.56,62.79,0,,
Boralesgamuwa UC,16/06/2014,MSW,26270,23.34,85.45,0,,
Boralesgamuwa UC,17/06/2014,MSW,36190,30.28,64.03,0,,
Boralesgamuwa UC,18/06/2014,MSW,36530,29.37,90.57,0,,
Boralesgamuwa UC,19/06/2014,MSW,26150,31.68,86.62,0,,
Boralesgamuwa UC,20/06/2014,MSW,33150,30.05,85.37,0,,
Boralesgamuwa UC,21/06/2014,MSW,25860,31.61,90.48,0,,
Boralesgamuwa UC,22/06/2014,MSW,11130,26.58,76.86,0,,
Boralesgamuwa UC,23/06/2014,MSW,27680,32.12,79.75,0,,
Boralesgamuwa UC,24/06/2014,MSW,36320,23.26,61.92,0,,
Boralesgamuwa UC,25/06/2014,MSW,33340,26.01,66.43,0,,
Boralesgamuwa UC,26/06/2014,MSW,32770,23.77,69.95,0,,
Boralesgamuwa UC,27/06/2014,MSW,25170,28.92,88.14,0,,
Boralesgamuwa UC,28/06/2014,MSW,28010,23.89,72.03,0,,
Boralesgamuwa UC,29/06/2014,MSW,9500,26.73,66.06,0,,
Boralesgamuwa UC,30/06/2014,MSW,27650,24.11,68.57,0,,
Boralesgamuwa UC,01/07/2014,MSW,35180,32.79,72.53,0,,
Boralesgamuwa UC,02/07/2014,MSW,30390,27.05,85,0,,
Boralesgamuwa UC,03/07/2014,MSW,29330,24.77,72.43,0,,
Boralesgamuwa UC,04/07/2014,MSW,33910,26.14,84.73,0,,
Boralesgamuwa UC,05/07/2014,MSW,34190,25.67,90.92,0,,
Boralesgamuwa UC,06/07/2014,MSW,38330,28.98,90.43,0,,
Boralesgamuwa UC,07/07/2014,MSW,26260,30.14,86.48,0,,
Boralesgamuwa UC,08/07/2014,MSW,40410,30.2,89.64,0,,
Boralesgamuwa UC,09/07/2014,MSW,7580,24.13,73.04,0,,
Boralesgamuwa UC,10/07/2014,MSW,27420,27.89,69.72,0,,
Boralesgamuwa UC,11/07/2014,MSW,37290,24.87,82.9,0,,
Boralesgamuwa UC,12/07/2014,MSW,10470,26.5,73.02,1,,
Boralesgamuwa UC,13/07/2014,MSW,6170,23.19,86.64,0,,
Boralesgamuwa UC,14/07/2014,MSW,27970,24.68,87.15,0,,
Boralesgamuwa UC,15/07/2014,MSW,37880,28.24,78.97,0,,
Boralesgamuwa UC,16/07/2014,MSW,35580,28.68,64.38,0,,
Boralesgamuwa UC,17/07/2014,MSW,35460,30.54,89.32,0,,
Boralesgamuwa UC,18/07/2014,MSW,27880,26.36,70.53,0,,
Boralesgamuwa UC,19/07/2014,MSW,21180,24.85,85.75,0,,
Boralesgamuwa UC,20/07/2014,MSW,6800,32.02,77.82,0,,
Boralesgamuwa UC,21/07/2014,MSW,28980,28.79,76.39,0,,
Boralesgamuwa UC,22/07/2014,MSW,32780,31.45,93,0,,
Boralesgamuwa UC,23/07/2014,MSW,33380,30.66,61.43,0,,
Boralesgamuwa UC,24/07/2014,MSW,33970,25.39,87.25,0,,
Boralesgamuwa UC,25/07/2014,MSW,31170,23.98,83.34,0,,
Boralesgamuwa UC,26/07/2014,MSW,24560,24.14,64.29,0,,
Boralesgamuwa UC,27/07/2014,MSW,11090,25.99,81.25,0,,
Boralesgamuwa UC,28/07/2014,MSW,29100,32.01,77.82,0,,
Boralesgamuwa UC,29/07/2014,MSW,36040,24.47,62.75,1,,
Boralesgamuwa UC,30/07/2014,MSW,22070,24.91,85.42,0,,
Boralesgamuwa UC,31/07/2014,MSW,41770,28.71,71.78,0,,
Boralesgamuwa UC,01/08/2014,MSW,34860,27.85,92.54,0,,
Boralesgamuwa UC,02/08/2014,MSW,22800,25.3,64.41,0,,
Boralesgamuwa UC,03/08/2014,MSW,19290,25.65,71.78,0,,
Boralesgamuwa UC,04/08/2014,MSW,35450,25.93,92.65,0,,
Boralesgamuwa UC,05/08/2014,MSW,31500,27.92,75.02,0,,
Boralesgamuwa UC,06/08/2014,MSW,13160,30.16,78.25,0,,
Boralesgamuwa UC,07/08/2014,MSW,29100,26.54,76.56,0,,
Boralesgamuwa UC,08/08/2014,MSW,29080,30.56,66.16,0,,
Boralesgamuwa UC,09/08/2014,MSW,22600,29.8,73.08,0,,
Boralesgamuwa UC,10/08/2014,MSW,27300,27.22,69.47,1,,
Boralesgamuwa UC,11/08/2014,MSW,35800,28.01,81.87,0,,
Boralesgamuwa UC,12/08/2014,MSW,21470,28.5,61.89,0,,
Boralesgamuwa UC,13/08/2014,MSW,35900,23.23,64.46,0,,
Boralesgamuwa UC,14/08/2014,MSW,26820,26.87,61,0,,
Boralesgamuwa UC,15/08/2014,MSW,31260,24.58,77.02,0,,
Boralesgamuwa UC,16/08/2014,MSW,27210,31.09,66.16,0,,
Boralesgamuwa UC,17/08/2014,MSW,8270,29.87,82.12,0,,
Boralesgamuwa UC,18/08/2014,MSW,26040,29.15,83.38,0,,
Boralesgamuwa UC,19/08/2014,MSW,42190,32.12,83.06,0,,
Boralesgamuwa UC,20/08/2014,MSW,29610,27.19,83.53,0,,
Boralesgamuwa UC,21/08/2014,MSW,29530,31.05,68.52,0,,
Boralesgamuwa UC,22/08/2014,MSW,14340,24.4,94.19,0,,
Boralesgamuwa UC,23/08/2014,MSW,31570,31.96,61.94,0,,
Boralesgamuwa UC,24/08/2014,MSW,12810,25.03,67.93,0,,
Boralesgamuwa UC,25/08/2014,MSW,42520,28.45,91.04,0,,
Boralesgamuwa UC,26/08/2014,MSW,40550,28.94,70.71,0,,
Boralesgamuwa UC,27/08/2014,MSW,34750,30.69,65.17,0,,
Boralesgamuwa UC,28/08/2014,MSW,33730,28.98,87.11,0,,
Boralesgamuwa UC,29/08/2014,MSW,29630,31.62,69.74,0,,
Boralesgamuwa UC,30/08/2014,MSW,11400,28.89,88.35,0,,
Boralesgamuwa UC,31/08/2014,MSW,7030,25.69,77.79,0,,
Boralesgamuwa UC,01/09/2014,MSW,30190,28.51,74.95,0,,
Boralesgamuwa UC,02/09/2014,MSW,7800,24.48,90.86,0,,
Boralesgamuwa UC,03/09/2014,MSW,15880,27.81,60.05,0,,
Boralesgamuwa UC,04/09/2014,MSW,38040,31.62,65.68,0,,
Boralesgamuwa UC,05/09/2014,MSW,26180,31.05,71.88,0,,
Boralesgamuwa UC,06/09/2014,MSW,26320,28.83,66.24,0,,
Boralesgamuwa UC,07/09/2014,MSW,25990,31.98,81.71,0,,
Boralesgamuwa UC,08/09/2014,MSW,28490,30.52,63.04,1,,
Boralesgamuwa UC,09/09/2014,MSW,31520,24.42,61.34,0,,
Boralesgamuwa UC,10/09/2014,MSW,35430,24.93,63.34,0,,
Boralesgamuwa UC,11/09/2014,MSW,7380,30.19,80.44,0,,
Boralesgamuwa UC,12/09/2014,MSW,44810,26.49,63.08,0,,
Boralesgamuwa UC,13/09/2014,MSW,33810,27.47,78.86,0,,
Boralesgamuwa UC,14/09/2014,MSW,16280,24.54,62.85,0,,
Boralesgamuwa UC,15/09/2014,MSW,31710,23.61,76.08,0,,
Boralesgamuwa UC,16/09/2014,MSW,38240,32.69,80.89,0,,
Boralesgamuwa UC,17/09/2014,MSW,36260,29,84.41,0,,
Boralesgamuwa UC,18/09/2014,MSW,28050,31.12,71.9,0,,
Boralesgamuwa UC,19/09/2014,MSW,27380,30.03,80.38,0,,
Boralesgamuwa UC,20/09/2014,MSW,31830,29.1,72.05,0,,
Boralesgamuwa UC,21/09/2014,MSW,12320,25.4,89.15,0,,
Boralesgamuwa UC,22/09/2014,MSW,24900,28.67,91.15,0,,
Boralesgamuwa UC,23/09/2014,MSW,32550,31.71,83.4,0,,
Boralesgamuwa UC,24/09/2014,MSW,36280,31.43,74.85,0,,
Boralesgamuwa UC,25/09/2014,MSW,30200,26.73,62.8,0,,
Boralesgamuwa UC,26/09/2014,MSW,27920,32.88,92.79,0,,
Boralesgamuwa UC,27/09/2014,MSW,22670,32.85,69.67,0,,
Boralesgamuwa UC,28/09/2014,MSW,14810,32.76,72.62,0,,
Boralesgamuwa UC,29/09/2014,MSW,35190,25.61,74.2,0,,
Boralesgamuwa UC,30/09/2014,MSW,36070,24.14,70.38,0,,
Boralesgamuwa UC,01/10/2014,MSW,27030,25.37,61.71,0,,
Boralesgamuwa UC,02/10/2014,MSW,23860,24.04,66.56,0,,
Boralesgamuwa UC,03/10/2014,MSW,27520,30.92,64.06,0,,
Boralesgamuwa UC,04/10/2014,MSW,40350,31.49,77.36,0,,
Boralesgamuwa UC,05/10/2014,MSW,24000,23.3,63.49,1,,
Boralesgamuwa UC,06/10/2014,MSW,43430,27.71,64.08,0,,
Boralesgamuwa UC,07/10/2014,MSW,31560,23.79,66.48,0,,
Boralesgamuwa UC,08/10/2014,MSW,8250,32.08,92.76,1,,
Boralesgamuwa UC,09/10/2014,MSW,35460,29.2,68.82,0,,
Boralesgamuwa UC,10/10/2014,MSW,41740,27.45,80.69,0,,
Boralesgamuwa UC,11/10/2014,MSW,33820,25.55,71.21,0,,
Boralesgamuwa UC,12/10/2014,MSW,41050,29.91,85.92,0,,
Boralesgamuwa UC,13/10/2014,MSW,27850,26.79,89.57,0,,
Boralesgamuwa UC,14/10/2014,MSW,36810,24.98,79.48,0,,
Boralesgamuwa UC,15/10/2014,MSW,35010,28.21,79.34,0,,
Boralesgamuwa UC,16/10/2014,MSW,34908,26.67,71.21,0,,
Boralesgamuwa UC,17/10/2014,MSW,35125,28.67,63.49,0,,
Boralesgamuwa UC,18/10/2014,MSW,33941,31.71,64.08,0,,
Boralesgamuwa UC,19/10/2014,MSW,35159,31.43,66.48,0,,
Boralesgamuwa UC,20/10/2014,MSW,34829,26.73,92.76,0,,
Boralesgamuwa UC,21/10/2014,MSW,34792,32.88,68.82,0,,
Boralesgamuwa UC,22/10/2014,MSW,30880,32.85,80.69,1,,
Boralesgamuwa UC,23/10/2014,MSW,30960,32.76,63.34,0,,
Boralesgamuwa UC,24/10/2014,MSW,27470,25.61,80.44,0,,
Boralesgamuwa UC,25/10/2014,MSW,23300,31.62,63.08,0,,
Boralesgamuwa UC,26/10/2014,MSW,13350,31.05,78.86,0,,
Boralesgamuwa UC,27/10/2014,MSW,31580,28.83,62.85,0,,
Boralesgamuwa UC,28/10/2014,MSW,34820,31.98,76.08,0,,
Boralesgamuwa UC,29/10/2014,MSW,29550,30.52,80.89,0,,
Boralesgamuwa UC,30/10/2014,MSW,34820,24.42,75.61,0,,
Boralesgamuwa UC,31/10/2014,MSW,34820,24.93,72.8,0,,
Boralesgamuwa UC,01/11/2014,MSW,17550,30.13,85.43,0,,
Boralesgamuwa UC,02/11/2014,MSW,24770,28.89,75.61,0,,
Boralesgamuwa UC,03/11/2014,MSW,33160,27.87,72.8,0,,
Boralesgamuwa UC,04/11/2014,MSW,27100,32.78,84.01,0,,
Boralesgamuwa UC,05/11/2014,MSW,11760,28.65,60.63,0,,
Boralesgamuwa UC,06/11/2014,MSW,33640,30.71,63.14,1,,
Boralesgamuwa UC,07/11/2014,MSW,33570,31.83,84.18,0,,
Boralesgamuwa UC,08/11/2014,MSW,31580,26.08,94.55,0,,
Boralesgamuwa UC,09/11/2014,MSW,32560,29.36,89.14,0,,
Boralesgamuwa UC,10/11/2014,MSW,43100,31.44,90.37,0,,
Boralesgamuwa UC,11/11/2014,MSW,28700,29.29,74.05,0,,
Boralesgamuwa UC,12/11/2014,MSW,33520,29.47,67.32,0,,
Boralesgamuwa UC,13/11/2014,MSW,34820,28.97,93.49,0,,
Boralesgamuwa UC,14/11/2014,MSW,30880,26.93,86.95,0,,
Boralesgamuwa UC,15/11/2014,MSW,23950,24.34,79.75,0,,
Boralesgamuwa UC,16/11/2014,MSW,14360,24.8,83.6,0,,
Boralesgamuwa UC,17/11/2014,MSW,29550,32.23,92.39,0,,
Boralesgamuwa UC,18/11/2014,MSW,22960,23.43,85.02,0,,
Boralesgamuwa UC,19/11/2014,MSW,41960,26.45,61.76,0,,
Boralesgamuwa UC,20/11/2014,MSW,44000,30.6,90.97,0,,
Boralesgamuwa UC,21/11/2014,MSW,26660,30.65,60.27,0,,
Boralesgamuwa UC,22/11/2014,MSW,25960,28.39,91.8,0,,
Boralesgamuwa UC,23/11/2014,MSW,7670,25.14,76.69,0,,
Boralesgamuwa UC,24/11/2014,MSW,36240,26.88,82.97,0,,
Boralesgamuwa UC,25/11/2014,MSW,36140,24.62,80.89,0,,
Boralesgamuwa UC,26/11/2014,MSW,31180,24.63,64.09,0,,
Boralesgamuwa UC,27/11/2014,MSW,30760,30.5,81.19,0,,
Boralesgamuwa UC,28/11/2014,MSW,28820,23.57,90.94,0,,
Boralesgamuwa UC,29/11/2014,MSW,34120,29.57,83.45,0,,
Boralesgamuwa UC,30/11/2014,MSW,9180,25.66,77.24,0,,
Boralesgamuwa UC,01/12/2014,MSW,15450,25.32,60.3,0,,
Boralesgamuwa UC,02/12/2014,MSW,30790,31.38,76.51,0,,
Boralesgamuwa UC,03/12/2014,MSW,33590,30.23,93.01,0,,
Boralesgamuwa UC,04/12/2014,MSW,31400,24.39,85.78,0,,
Boralesgamuwa UC,05/12/2014,MSW,30630,24.8,61.57,0,,
Boralesgamuwa UC,06/12/2014,MSW,28580,28.04,87.27,1,,
Boralesgamuwa UC,07/12/2014,MSW,25170,27.18,89.91,0,,
Boralesgamuwa UC,08/12/2014,MSW,32670,25.84,64.8,0,,
Boralesgamuwa UC,09/12/2014,MSW,28900,24.27,60.46,0,,
Boralesgamuwa UC,10/12/2014,MSW,11290,23.44,72.4,0,,
Boralesgamuwa UC,11/12/2014,MSW,42760,23.29,70.82,0,,
Boralesgamuwa UC,12/12/2014,MSW,32780,27.02,87.06,0,,
Boralesgamuwa UC,13/12/2014,MSW,41090,25.72,68.7,0,,
Boralesgamuwa UC,14/12/2014,MSW,19180,25.5,74.24,0,,
Boralesgamuwa UC,15/12/2014,MSW,33680,27.81,60.16,0,,
Boralesgamuwa UC,16/12/2014,MSW,46680,24.17,85.36,0,,
Boralesgamuwa UC,17/12/2014,MSW,33680,32.57,89.45,0,,
Boralesgamuwa UC,18/12/2014,MSW,28830,30.24,90.72,0,,
Boralesgamuwa UC,19/12/2014,MSW,31360,27.41,76.87,0,,
Boralesgamuwa UC,20/12/2014,MSW,36050,25.51,93.1,0,,
Boralesgamuwa UC,21/12/2014,MSW,15130,27.08,92.29,0,,
Boralesgamuwa UC,22/12/2014,MSW,36340,31.51,64.95,0,,
Boralesgamuwa UC,23/12/2014,MSW,31030,23.56,63.15,0,,
Boralesgamuwa UC,24/12/2014,MSW,38280,32.58,77.23,0,,
Boralesgamuwa UC,25/12/2014,MSW,35570,25.75,92.23,1,,
Boralesgamuwa UC,26/12/2014,MSW,36320,30.36,64.49,0,,
Boralesgamuwa UC,27/12/2014,MSW,33590,27.02,91.33,0,,
Boralesgamuwa UC,28/12/2014,MSW,20440,32.84,80.21,0,,
Boralesgamuwa UC,29/12/2014,MSW,32060,31.61,67.23,0,,
Boralesgamuwa UC,30/12/2014,MSW,40150,29.22,68.02,0,,
Boralesgamuwa UC,31/12/2014,MSW,46310,30.54,81.48,0,,
Boralesgamuwa UC,01/01/2015,MSW,24240,31.22,65.02,0,,
Boralesgamuwa UC,02/01/2015,MSW,14260,26.64,64.68,0,,
Boralesgamuwa UC,03/01/2015,MSW,10820,30.06,71.37,1,,
Boralesgamuwa UC,04/01/2015,MSW,31050,28.11,75.74,1,,
Boralesgamuwa UC,05/01/2015,MSW,30210,32.86,83.53,0,,
Boralesgamuwa UC,06/01/2015,MSW,34970,30.67,66.03,0,,
Boralesgamuwa UC,07/01/2015,MSW,21340,26.72,92.52,0,,
Boralesgamuwa UC,08/01/2015,MSW,30970,26.05,73.14,0,,
Boralesgamuwa UC,09/01/2015,MSW,89580,27.12,66.14,0,,
Boralesgamuwa UC,10/01/2015,MSW,3520,29.79,84.97,0,,
Boralesgamuwa UC,11/01/2015,MSW,21820,27.53,72.15,0,,
Boralesgamuwa UC,12/01/2015,MSW,44860,25.35,89.4,0,,
Boralesgamuwa UC,13/01/2015,MSW,37540,27.4,81.47,0,,
Boralesgamuwa UC,14/01/2015,MSW,32030,24.91,94.53,0,,
Boralesgamuwa UC,15/01/2015,MSW,14360,24.62,77.83,1,,
Boralesgamuwa UC,16/01/2015,MSW,39200,30.44,63.23,0,,
Boralesgamuwa UC,17/01/2015,MSW,22200,29.71,85.53,0,,
Boralesgamuwa UC,18/01/2015,MSW,11400,29.52,77.36,0,,
Boralesgamuwa UC,19/01/2015,MSW,24620,29.18,89.32,0,,
Boralesgamuwa UC,20/01/2015,MSW,24570,24.49,76.46,0,,
Boralesgamuwa UC,21/01/2015,MSW,32290,24.26,75.53,0,,
Boralesgamuwa UC,22/01/2015,MSW,28370,28.14,65.27,0,,
Boralesgamuwa UC,23/01/2015,MSW,32140,24.86,72.96,0,,
Boralesgamuwa UC,24/01/2015,MSW,24270,26.88,78.9,0,,
Boralesgamuwa UC,25/01/2015,MSW,12650,29.41,85.79,0,,
Boralesgamuwa UC,26/01/2015,MSW,25680,25.98,75.51,0,,
Boralesgamuwa UC,27/01/2015,MSW,30180,24.67,78.21,0,,
Boralesgamuwa UC,28/01/2015,MSW,31650,31.73,60.53,0,,
Boralesgamuwa UC,29/01/2015,MSW,31610,23.22,78.15,0,,
Boralesgamuwa UC,30/01/2015,MSW,28190,27.99,79.6,0,,
Boralesgamuwa UC,31/01/2015,MSW,23380,32.63,80.48,0,,
Boralesgamuwa UC,01/02/2015,MSW,25330,28.14,63.22,0,,
Boralesgamuwa UC,02/02/2015,MSW,26420,24.99,77.93,0,,
